,gameResult,TOP,JUNGLE,MIDDLE,BOTTOM,SUPPORT
70,1,2.39,2.34,1.29,2.46,3.93
71,0,1.88,2.34,3.28,1.91,2.53
72,1,1.95,2.34,2.35,1.75,3.74
73,1,1.78,2.34,2.25,1.51,2.76
74,0,3.10,2.34,2.27,2.60,2.15
75,1,2.05,2.34,1.69,2.35,2.23
76,0,0.51,2.34,1.86,2.06,1.93
77,1,1.38,2.34,2.43,3.01,2.07
78,1,2.43,2.34,2.04,1.52,1.92
79,1,1.80,2.34,2.16,2.27,1.67
80,0,2.25,1.63,1.40,3.19,2.29
81,1,2.14,1.63,1.39,2.21,2.12
82,0,1.17,1.69,1.63,1.68,1.49
83,1,2.52,1.63,2.82,2.80,2.53
84,0,2.02,1.63,3.26,0.61,2.49
85,0,2.52,1.50,1.63,2.60,2.35
86,0,2.33,1.63,2.83,3.01,1.85
87,1,2.48,1.63,2.08,2.22,3.14
88,0,1.90,1.63,1.56,2.06,1.67
89,0,1.52,1.63,2.35,3.14,3.68
90,0,2.13,1.63,1.92,3.08,2.77
91,1,2.52,1.63,2.72,3.19,3.80
92,0,1.60,1.63,2.26,2.69,4.22
93,1,4.58,1.63,3.83,2.29,1.30
94,0,2.51,1.63,4.05,2.79,2.39
95,1,1.94,1.63,1.79,2.96,2.38
96,0,1.88,1.63,3.09,2.11,2.18
97,1,1.24,1.63,2.63,2.71,2.17
98,1,1.15,1.63,2.94,4.13,3.79
99,0,2.18,1.63,1.25,1.03,2.44
100,0,3.12,3.10,1.74,3.54,4.44
101,1,3.12,3.10,2.81,3.70,4.44
102,1,3.12,3.44,2.87,1.76,4.44
103,0,2.18,3.12,2.27,2.27,2.94
104,0,3.12,2.70,2.35,2.56,3.24
105,0,3.12,2.12,1.82,2.56,1.71
106,1,1.30,3.12,1.93,2.55,2.18
107,0,1.75,2.46,2.55,3.12,2.95
108,1,2.04,2.88,2.55,3.12,3.59
109,0,2.55,2.20,2.84,3.12,1.69
110,1,1.39,2.55,2.92,3.12,2.13
111,0,2.55,2.15,1.34,3.12,2.69
112,0,3.12,1.63,2.72,2.56,3.22
113,0,1.24,1.38,2.63,3.12,2.07
114,0,3.12,1.98,2.18,2.56,2.93
115,0,2.23,2.13,2.47,3.12,2.26
116,0,2.54,2.44,3.63,2.56,3.12
117,0,3.12,1.77,1.71,1.65,2.41
118,1,3.12,3.22,2.43,1.96,2.68
119,0,3.12,2.81,1.54,2.85,1.72
120,1,1.31,2.60,1.98,2.04,1.84
121,1,1.32,2.60,2.33,3.01,1.84
122,0,2.60,3.24,2.00,2.42,1.84
123,1,1.64,2.60,1.66,1.73,1.84
124,0,1.84,3.24,1.56,2.19,2.89
125,0,2.10,3.15,1.27,2.60,1.84
126,1,1.91,2.60,1.84,1.82,2.13
127,0,1.63,1.78,1.84,2.60,1.68
128,0,1.89,2.60,1.67,2.62,1.84
129,0,2.08,2.60,2.30,1.39,1.84
130,1,2.06,2.60,2.06,2.62,1.84
131,1,1.48,2.60,4.51,3.22,1.84
132,0,1.94,2.05,2.30,2.60,1.84
133,1,1.32,1.84,5.65,2.60,1.84
134,0,2.15,2.91,2.69,2.60,1.84
135,1,2.27,1.45,1.74,2.60,1.84
136,0,2.10,2.38,2.25,2.60,1.84
137,0,2.18,1.63,2.36,2.60,1.84
138,0,3.62,2.50,2.01,2.60,1.84
139,1,1.84,1.70,3.74,2.60,1.84
140,1,2.00,2.57,3.10,3.06,3.61
141,0,2.10,2.57,2.06,1.91,3.61
142,1,1.79,2.57,4.29,2.41,3.61
143,1,2.21,2.57,1.88,2.01,3.61
144,0,2.47,2.57,1.79,2.22,3.61
145,1,1.53,2.57,1.68,3.85,3.61
146,1,2.40,2.32,2.07,2.69,3.61
147,1,1.94,2.34,3.27,3.78,3.61
148,0,1.79,2.57,2.51,2.87,3.61
149,1,3.02,2.57,2.61,3.16,3.61
150,0,1.90,2.04,2.27,1.79,3.61
151,1,2.33,2.57,1.80,3.40,3.61
152,1,1.47,2.57,1.17,2.06,3.61
153,1,2.52,2.57,2.19,4.83,3.61
154,0,3.27,2.57,2.31,3.36,3.61
155,0,1.83,2.52,2.85,2.13,3.61
156,1,1.07,2.57,3.23,2.24,3.61
157,1,3.61,1.58,2.97,2.04,3.31
158,1,3.61,2.99,2.11,1.58,2.58
159,1,1.29,2.27,3.61,1.69,2.71
160,0,3.84,4.00,2.36,2.43,2.01
161,0,3.84,2.33,3.22,2.43,2.87
162,1,1.85,2.58,3.84,4.51,2.16
163,1,1.97,2.53,2.87,3.08,3.84
164,1,2.30,1.60,2.05,3.84,2.07
165,1,4.57,2.73,4.66,3.84,2.39
166,1,2.00,3.47,3.84,3.22,1.79
167,1,2.15,2.97,3.26,2.73,3.84
168,1,1.65,2.17,2.11,2.73,3.84
169,1,2.54,1.65,1.38,2.73,3.84
170,1,2.46,3.84,2.42,2.69,2.56
171,1,2.46,3.84,2.83,1.99,3.02
172,0,1.74,3.84,2.73,2.30,5.27
173,1,2.56,3.84,2.10,2.73,2.37
174,0,2.37,2.34,3.84,2.73,2.19
175,0,2.26,2.42,2.27,3.84,2.73
176,1,2.73,3.84,4.84,3.04,1.74
177,1,2.73,3.84,2.55,1.47,3.23
178,0,3.84,2.73,2.07,2.20,1.59
179,1,2.73,3.84,2.52,1.64,2.78
180,1,2.23,2.49,1.82,2.14,2.40
181,0,1.98,3.06,2.00,2.42,2.23
182,1,2.88,2.68,2.03,3.71,2.23
183,0,0.98,1.87,2.14,2.24,2.23
184,0,2.90,2.52,1.85,1.75,2.23
185,1,1.68,2.52,1.85,1.63,2.23
186,1,2.03,1.85,3.60,4.63,2.23
187,1,2.27,1.85,2.18,1.61,2.23
188,0,2.23,2.21,1.35,1.85,1.94
189,1,2.23,2.88,1.64,1.85,1.93
190,0,2.23,2.17,1.83,1.47,2.56
191,1,1.82,2.23,3.18,2.44,3.30
192,0,1.49,2.23,2.28,1.31,1.93
193,1,3.31,3.23,2.23,2.19,1.63
194,0,1.67,1.61,2.23,3.19,1.63
195,1,1.57,1.28,2.23,2.57,2.93
196,1,2.23,2.02,1.93,2.04,2.54
197,0,2.23,1.99,2.11,2.47,1.41
198,1,3.08,3.27,2.23,4.18,3.48
199,0,2.42,2.23,1.85,2.40,3.35
200,1,3.60,2.84,6.91,3.59,2.06
201,1,2.23,3.59,2.18,2.07,3.19
202,0,1.89,3.59,2.19,2.48,2.85
203,1,1.69,1.35,2.46,3.59,2.29
204,1,3.51,2.37,1.76,3.59,0.91
205,1,2.82,1.74,1.86,3.59,2.28
206,0,1.88,2.33,2.61,3.59,2.28
207,1,1.82,3.59,2.07,1.90,2.57
208,0,2.34,5.55,1.27,3.59,0.93
209,1,1.60,2.89,2.18,3.59,1.87
210,0,2.81,2.11,2.92,3.59,3.76
211,0,1.86,3.59,1.92,1.79,1.90
212,0,1.17,1.75,3.55,3.59,1.96
213,1,1.70,1.84,1.69,3.59,3.80
214,1,2.10,3.63,3.33,3.59,2.60
215,0,2.81,1.56,3.15,3.59,1.38
216,0,2.79,1.99,3.07,3.59,1.56
217,1,1.56,2.41,2.21,3.59,2.68
218,0,1.93,1.61,3.10,3.59,2.98
219,1,1.61,2.45,1.74,3.59,5.32
220,0,2.45,0.58,1.61,1.91,2.59
221,0,2.90,1.74,2.45,2.47,2.39
222,0,1.83,1.79,1.73,2.45,2.47
223,0,1.59,2.03,2.45,2.94,4.03
224,1,2.60,1.87,2.45,2.19,2.65
225,0,2.71,2.47,2.45,2.23,2.99
226,0,0.88,2.28,1.90,2.45,1.06
227,0,2.18,2.00,1.84,2.45,3.87
228,0,2.76,2.73,2.45,2.47,1.01
229,0,2.85,3.49,2.88,2.47,2.45
230,1,2.20,1.93,1.50,2.45,2.47
231,1,2.43,2.45,1.73,1.99,1.51
232,0,1.34,1.91,2.45,2.47,3.12
233,1,2.28,1.33,2.03,2.47,2.45
234,0,1.98,2.16,1.46,2.47,2.45
235,1,1.70,3.44,1.77,2.47,2.45
236,0,2.09,2.00,2.45,2.68,2.13
237,1,1.73,4.11,1.65,2.45,2.47
238,0,1.73,1.63,2.45,2.84,1.88
239,1,2.45,1.73,2.11,2.45,1.61
240,0,2.27,3.87,3.76,2.51,2.48
241,0,1.47,1.88,2.27,2.17,1.61
242,1,1.12,3.23,2.27,2.38,2.88
243,0,2.27,2.99,3.37,3.88,2.63
244,1,2.27,2.13,2.66,1.80,3.33
245,1,2.27,1.84,2.88,1.96,1.53
246,0,1.21,1.66,1.75,1.21,2.27
247,0,2.27,1.20,1.69,1.57,2.57
248,0,1.20,2.27,2.02,3.51,1.89
249,0,1.20,3.10,2.27,1.70,3.11
250,0,1.52,2.38,2.00,2.27,1.20
251,0,2.27,1.20,2.54,1.39,3.41
252,1,2.27,2.66,3.19,1.99,5.15
253,0,2.18,3.12,2.27,2.27,2.94
254,0,2.23,1.84,2.27,2.08,2.18
255,0,1.94,2.21,2.27,1.88,2.35
256,0,3.20,2.03,2.27,2.33,2.99
257,0,3.20,2.27,2.91,2.70,1.67
258,1,3.20,2.27,1.63,1.79,2.32
259,0,2.27,2.63,3.20,2.20,2.47
260,0,3.01,2.38,1.74,2.89,1.55
261,0,3.72,1.64,1.74,2.65,2.20
262,0,1.74,2.55,1.88,2.53,2.79
263,0,1.74,2.38,2.23,2.96,3.95
264,1,1.74,2.65,1.81,3.34,3.95
265,1,1.74,1.91,2.59,1.70,2.39
266,0,1.74,1.60,2.04,2.26,3.95
267,0,3.23,1.74,1.64,3.44,1.96
268,0,1.74,2.76,2.04,3.13,2.81
269,1,1.74,2.68,2.30,2.21,2.08
270,0,1.74,3.65,2.52,2.69,1.56
271,1,1.99,1.74,3.55,1.77,2.82
272,0,1.74,2.47,3.94,2.20,2.99
273,0,2.30,3.95,1.74,2.79,3.05
274,0,1.74,3.95,2.00,2.65,1.40
275,1,1.74,2.07,2.79,3.39,2.81
276,1,1.74,2.46,1.64,2.46,1.86
277,1,1.74,3.72,2.88,2.44,1.85
278,0,1.74,3.64,2.08,1.88,2.07
279,1,1.74,3.64,2.50,3.13,2.58
280,1,2.75,2.97,3.14,3.79,3.13
281,1,1.91,2.34,2.65,3.79,3.13
282,0,2.49,1.99,2.57,3.79,3.13
283,0,2.21,3.06,1.75,3.79,3.13
284,1,2.95,3.83,2.33,3.79,3.13
285,1,2.68,2.92,2.58,3.79,3.13
286,1,3.08,2.60,2.30,3.79,3.13
287,0,2.11,1.88,2.16,3.79,3.13
288,1,2.17,2.00,1.88,3.79,3.13
289,0,2.13,3.09,1.93,3.79,3.13
290,1,2.55,2.11,2.02,3.79,3.13
291,1,2.32,1.78,2.17,3.79,3.13
292,1,2.16,3.39,2.70,3.79,3.13
293,0,1.62,2.76,2.49,3.79,3.13
294,0,2.21,1.98,1.89,3.79,3.13
295,1,2.99,2.38,1.74,3.79,3.13
296,0,2.65,2.58,2.11,3.79,3.13
297,1,1.94,1.80,2.53,3.79,3.13
298,0,3.53,1.70,1.43,3.79,3.13
299,0,2.04,2.53,1.70,3.79,3.13
300,1,2.17,3.55,2.17,2.71,1.91
301,1,3.87,2.69,2.17,2.51,3.66
302,0,2.11,1.57,2.57,2.17,2.34
303,1,3.18,3.34,3.09,4.13,2.17
304,1,1.99,5.88,2.62,2.94,2.17
305,0,3.44,3.26,2.33,2.25,2.17
306,0,2.17,2.30,3.01,1.84,2.27
307,1,2.17,2.35,2.18,2.52,3.02
308,1,2.17,3.30,2.72,2.08,2.30
309,1,2.17,3.29,2.85,1.41,2.46
310,0,2.17,1.80,1.75,2.72,2.55
311,0,2.17,2.06,2.07,2.06,1.71
312,1,2.17,7.20,7.00,2.71,3.60
313,1,1.70,1.77,3.57,2.17,2.69
314,0,2.36,1.32,2.09,2.17,3.90
315,1,2.45,3.48,2.25,2.17,2.75
316,0,1.71,2.81,2.17,2.35,2.46
317,0,2.70,1.66,2.78,2.17,7.74
318,1,1.87,2.00,2.91,2.17,2.12
319,1,2.10,2.87,3.67,4.02,1.62
320,0,2.10,1.53,1.77,3.14,1.94
321,0,2.10,2.57,2.06,1.91,3.61
322,0,2.10,2.17,1.80,2.24,2.13
323,1,2.10,1.91,2.44,2.94,2.79
324,1,2.29,2.92,2.10,1.66,2.00
325,1,2.10,1.98,1.68,2.26,1.33
326,0,2.10,2.08,1.02,3.65,3.41
327,1,2.10,3.84,3.55,2.08,2.55
328,1,2.10,1.45,4.22,2.42,2.34
329,1,2.10,3.32,3.25,2.60,2.52
330,1,2.10,1.99,2.24,2.75,1.68
331,1,2.10,2.96,1.92,1.94,2.92
332,0,1.77,2.10,2.68,2.31,2.32
333,1,2.10,2.41,1.50,1.88,1.33
334,1,2.10,3.27,2.02,4.52,2.87
335,1,2.44,3.40,2.10,2.51,3.25
336,0,2.10,2.04,2.17,1.11,2.13
337,1,2.10,2.60,2.06,1.82,1.28
338,0,2.10,2.65,3.33,2.14,2.23
339,1,2.23,3.59,2.18,2.07,3.19
340,1,2.27,1.85,2.18,1.61,2.23
341,1,2.17,2.35,2.18,2.52,3.02
342,0,2.18,1.63,2.36,2.60,1.84
343,0,2.18,3.12,2.27,2.27,2.94
344,1,2.18,0.83,2.01,2.59,2.67
345,0,1.94,2.33,2.18,2.12,1.44
346,0,2.03,1.87,2.18,1.82,3.03
347,1,1.41,2.54,2.18,2.91,4.58
348,1,3.13,3.48,2.18,2.47,2.09
349,0,1.98,2.33,2.18,2.73,6.73
350,1,3.40,2.18,0.72,1.55,3.55
351,1,2.08,1.52,2.18,2.56,1.85
352,0,1.73,1.52,2.18,2.50,2.16
353,1,1.60,1.37,3.82,2.18,1.96
354,0,2.18,3.26,3.66,3.13,2.73
355,0,2.18,2.27,3.66,2.82,3.98
356,1,2.18,2.42,3.66,1.75,1.41
357,0,1.63,2.92,2.18,2.74,2.13
358,0,3.05,1.52,2.18,2.56,2.83
359,0,2.27,2.52,2.43,3.15,2.65
360,0,2.46,2.57,2.27,3.15,2.13
361,1,2.27,3.03,1.88,3.15,2.85
362,0,2.27,2.30,3.15,3.01,2.43
363,1,2.27,1.75,2.96,1.66,2.94
364,0,2.27,2.14,1.33,0.59,2.94
365,1,2.27,2.35,2.21,2.61,2.94
366,1,2.64,2.29,2.94,2.27,2.94
367,1,1.86,2.66,2.29,2.27,2.94
368,0,1.44,2.36,2.91,2.27,2.94
369,0,1.67,2.25,1.63,2.27,2.94
370,0,2.18,3.12,2.27,2.27,2.94
371,1,2.81,2.74,2.82,2.27,2.94
372,1,2.42,2.17,2.28,2.27,2.94
373,0,1.10,2.83,3.15,2.27,2.94
374,0,3.98,2.90,2.63,2.27,2.94
375,1,2.30,1.78,1.88,2.27,2.94
376,0,2.30,2.63,1.85,2.27,2.94
377,1,3.15,1.84,2.27,2.88,2.43
378,1,3.15,3.23,2.27,3.67,1.75
379,1,2.15,2.97,3.26,2.73,3.84
380,1,1.65,2.17,2.11,2.73,3.84
381,1,2.54,1.65,1.38,2.73,3.84
382,0,2.00,3.96,1.73,2.73,2.57
383,0,1.74,3.84,2.73,2.30,5.27
384,1,2.56,3.84,2.10,2.73,2.37
385,0,2.37,2.34,3.84,2.73,2.19
386,0,2.26,2.42,2.27,3.84,2.73
387,1,2.73,3.84,4.84,3.04,1.74
388,1,2.73,3.84,2.55,1.47,3.23
389,0,3.84,2.73,2.07,2.20,1.59
390,1,2.73,3.84,2.52,1.64,2.78
391,1,2.73,3.84,2.52,2.97,2.39
392,0,2.73,3.84,2.59,2.42,1.96
393,1,1.57,3.84,2.73,3.08,2.55
394,0,2.53,2.73,3.84,5.03,2.32
395,0,1.92,2.56,3.70,3.84,2.73
396,0,1.23,4.71,2.52,2.73,2.30
397,0,2.66,3.40,2.30,2.73,2.78
398,1,2.08,2.44,2.30,2.73,2.33
399,1,3.67,2.99,3.56,2.68,2.30
400,1,3.29,3.01,3.76,2.68,4.60
401,0,1.92,3.18,2.75,2.68,2.88
402,1,2.08,2.68,1.79,2.97,2.14
403,0,2.15,1.02,2.31,2.68,3.37
404,1,1.41,2.33,3.71,2.68,3.07
405,1,1.85,4.15,2.09,2.68,2.40
406,1,2.25,2.68,3.09,1.99,1.91
407,0,3.07,3.41,1.44,2.68,0.48
408,1,1.93,2.23,2.09,2.68,2.84
409,1,2.60,3.31,2.60,2.68,3.41
410,0,1.89,2.12,3.08,2.68,3.41
411,0,2.09,2.00,2.45,2.68,2.13
412,1,2.05,2.68,4.70,2.33,2.46
413,0,3.29,2.68,2.40,2.68,2.17
414,0,1.43,2.68,0.70,2.90,1.88
415,1,1.30,3.38,2.65,2.68,2.35
416,0,1.92,2.11,2.51,2.68,3.41
417,0,2.34,1.75,3.07,2.68,3.41
418,0,1.56,2.68,2.69,2.67,3.62
419,1,1.69,4.09,1.74,1.52,2.68
420,1,3.02,2.15,3.76,1.52,2.68
421,0,2.59,2.55,1.88,1.52,2.68
422,0,2.93,2.68,2.74,3.13,1.51
423,1,2.68,2.08,2.12,1.41,1.93
424,1,3.22,2.68,1.74,3.31,1.77
425,1,1.95,2.68,3.30,3.40,2.79
426,0,2.96,1.93,1.80,2.38,2.68
427,1,3.45,2.68,3.32,4.19,2.31
428,0,2.52,2.68,4.33,1.84,2.44
429,0,2.55,2.46,1.52,1.50,2.68
430,1,1.59,3.01,2.68,2.96,2.13
431,1,2.71,2.68,2.93,5.18,2.68
432,0,1.79,2.68,2.63,3.23,3.40
433,1,1.94,3.02,2.68,2.45,2.43
434,1,1.74,2.68,2.30,2.21,2.08
435,0,2.02,1.95,2.68,1.60,3.08
436,0,1.31,2.68,1.52,2.55,3.24
437,0,1.63,1.74,1.52,2.65,2.68
438,1,1.95,2.06,2.68,2.26,1.96
439,1,2.75,2.97,3.14,3.79,3.13
440,1,1.91,2.34,2.65,3.79,3.13
441,0,2.49,1.99,2.57,3.79,3.13
442,0,2.21,3.06,1.75,3.79,3.13
443,1,2.95,3.83,2.33,3.79,3.13
444,1,2.68,2.92,2.58,3.79,3.13
445,1,2.14,1.85,1.96,3.02,3.13
446,1,1.85,2.03,1.95,3.02,3.13
447,1,3.08,2.60,2.30,3.79,3.13
448,0,2.11,1.88,2.16,3.79,3.13
449,1,2.17,2.00,1.88,3.79,3.13
450,0,2.13,3.09,1.93,3.79,3.13
451,1,2.55,2.11,2.02,3.79,3.13
452,1,2.32,1.78,2.17,3.79,3.13
453,1,2.16,3.39,2.70,3.79,3.13
454,0,1.62,2.76,2.49,3.79,3.13
455,0,2.21,1.98,1.89,3.79,3.13
456,1,2.99,2.38,1.74,3.79,3.13
457,0,2.65,2.58,2.11,3.79,3.13
458,1,1.94,1.80,2.53,3.79,3.13
459,1,1.63,2.35,3.59,2.29,2.48
460,0,1.38,2.35,1.57,3.94,3.12
461,1,1.72,2.35,1.06,2.19,1.65
462,1,3.56,2.35,1.74,2.63,2.38
463,1,1.97,2.35,2.52,1.68,3.31
464,0,2.20,2.35,1.92,1.95,3.44
465,1,2.88,2.35,2.84,3.08,5.13
466,1,2.46,2.35,2.29,2.33,2.25
467,1,2.49,2.35,2.40,3.20,2.82
468,0,2.17,2.35,1.79,2.81,2.14
469,0,1.78,2.35,1.94,2.02,2.24
470,1,1.73,2.35,3.39,1.99,1.45
471,0,1.08,2.35,1.63,2.52,2.22
472,0,1.24,2.35,0.88,2.10,1.70
473,1,2.17,2.35,2.18,2.52,3.02
474,1,1.49,2.35,3.15,2.22,2.04
475,1,1.17,2.35,0.89,2.08,2.37
476,1,1.64,2.35,2.64,1.86,2.51
477,1,3.29,2.35,3.14,2.18,2.30
478,1,2.41,2.35,1.86,2.93,2.20
479,0,2.23,2.57,1.61,1.94,3.19
480,1,2.42,2.57,2.14,2.39,2.93
481,0,1.81,2.57,1.74,2.47,1.98
482,1,1.44,2.57,2.07,2.05,2.79
483,1,2.00,2.57,3.10,3.06,3.61
484,0,2.10,2.57,2.06,1.91,3.61
485,1,1.79,2.57,4.29,2.41,3.61
486,1,2.21,2.57,1.88,2.01,3.61
487,1,2.64,2.57,0.92,2.35,2.41
488,0,2.00,2.57,2.10,1.95,1.71
489,0,0.94,2.57,2.18,1.63,2.28
490,0,1.30,2.57,0.94,2.14,2.33
491,1,2.25,2.57,1.90,2.24,1.20
492,1,2.59,2.57,4.28,2.33,3.38
493,0,2.47,2.57,1.79,2.22,3.61
494,1,1.53,2.57,1.68,3.85,3.61
495,0,1.25,2.57,1.10,2.42,3.59
496,1,1.63,2.57,1.44,2.04,2.00
497,1,2.27,1.75,2.96,1.66,2.94
498,0,2.27,2.14,1.33,0.59,2.94
499,1,2.27,2.35,2.21,2.61,2.94
500,1,2.64,2.29,2.94,2.27,2.94
501,1,1.86,2.66,2.29,2.27,2.94
502,0,1.44,2.36,2.91,2.27,2.94
503,0,1.67,2.25,1.63,2.27,2.94
504,0,2.18,3.12,2.27,2.27,2.94
505,1,2.81,2.74,2.82,2.27,2.94
506,1,2.42,2.17,2.28,2.27,2.94
507,0,1.10,2.83,3.15,2.27,2.94
508,0,3.98,2.90,2.63,2.27,2.94
509,1,2.30,1.78,1.88,2.27,2.94
510,0,2.30,2.63,1.85,2.27,2.94
511,1,3.15,5.95,2.04,2.66,2.94
512,0,3.57,5.95,2.04,3.15,2.94
513,0,4.58,1.58,2.06,3.15,2.94
514,1,3.15,2.28,2.49,2.89,2.94
515,0,2.73,2.34,2.44,3.15,2.94
516,1,3.64,2.01,2.74,3.15,2.94
517,0,3.83,2.13,1.84,2.28,1.06
518,1,1.53,2.29,3.55,1.76,2.13
519,1,2.02,2.21,2.33,2.34,2.13
520,0,2.04,2.41,1.95,2.75,2.13
521,1,2.38,3.09,2.42,2.73,2.13
522,1,2.32,2.16,1.68,2.82,2.13
523,0,1.25,2.65,1.26,3.37,2.13
524,1,0.57,2.58,2.96,2.74,2.13
525,0,1.19,3.10,1.80,2.37,2.13
526,0,1.97,2.43,1.53,2.34,2.13
527,0,1.72,3.34,2.02,2.46,2.13
528,1,2.84,1.52,2.06,3.31,2.13
529,0,1.77,1.64,2.77,2.99,2.13
530,0,2.02,2.03,2.08,2.41,2.13
531,0,2.48,1.42,1.99,2.23,2.13
532,1,2.52,2.26,1.31,2.39,2.13
533,1,1.18,2.07,1.96,2.39,2.13
534,1,2.22,1.71,2.36,3.17,2.13
535,0,2.53,1.90,2.36,2.11,2.13
536,1,2.12,2.07,2.33,3.32,2.96
537,0,3.18,2.78,2.07,1.18,1.51
538,1,2.49,3.14,2.07,1.68,2.15
539,0,0.69,1.72,1.83,2.07,2.46
540,1,3.11,2.23,3.03,2.07,1.64
541,0,1.87,3.81,2.74,2.07,2.22
542,1,3.97,2.95,2.62,2.07,2.26
543,0,1.89,2.20,3.16,2.07,2.17
544,1,1.88,2.15,1.73,2.07,1.49
545,0,1.96,2.13,3.02,2.07,2.74
546,1,3.57,1.17,2.80,2.07,3.38
547,0,2.01,2.48,1.83,2.07,3.06
548,1,2.23,3.59,2.18,2.07,3.19
549,0,1.40,1.66,2.77,2.07,3.19
550,1,1.76,2.19,2.32,2.07,5.42
551,0,1.86,2.99,2.07,2.96,2.45
552,1,1.92,2.15,2.07,1.91,2.65
553,0,2.07,1.71,2.08,2.21,2.76
554,1,1.44,2.38,1.56,2.07,1.76
555,0,1.63,2.07,2.54,1.24,2.81
556,0,2.85,2.57,1.63,2.58,2.08
557,0,1.63,3.34,3.43,3.78,2.71
558,1,1.23,1.63,3.29,1.82,2.48
559,0,1.63,2.52,1.59,3.40,3.08
560,0,1.63,2.44,3.89,3.03,3.35
561,0,1.98,1.63,2.81,2.13,2.76
562,1,1.63,2.31,2.28,2.71,6.55
563,0,2.93,2.54,3.77,2.57,1.63
564,1,4.55,1.63,2.16,1.97,1.53
565,1,2.24,1.63,2.09,2.04,3.74
566,0,1.79,1.63,2.57,2.46,3.58
567,0,2.18,1.63,2.36,2.60,1.84
568,0,2.04,1.63,1.61,2.36,2.01
569,0,1.63,1.83,2.25,4.13,1.55
570,0,1.63,2.14,2.96,2.64,4.17
571,1,1.63,1.62,2.47,2.26,2.71
572,0,1.63,1.48,2.96,2.56,3.52
573,0,2.21,1.63,2.54,2.31,2.22
574,1,2.87,1.63,3.64,2.90,1.78
575,1,2.19,2.83,1.48,2.32,1.79
576,0,2.19,2.32,1.41,2.46,3.60
577,0,2.19,1.41,2.32,1.73,1.89
578,1,2.19,2.32,4.26,2.32,3.15
579,0,2.19,2.59,3.21,1.60,1.07
