,gameResult,oChamp1,oChamp2,oChamp3,oChamp4,oChamp5,eChamp1,eChamp2,eChamp3,eChamp4,eChamp5
65,0,Ornn,Master Yi,Annie,Varus,Lux,Sylas,Nunu & Willump,Talon,Ashe,Malphite
66,1,Illaoi,Hecarim,Fizz,Caitlyn,Karma,Maokai,Ekko,Akali,Vayne,Lulu
67,1,Maokai,Olaf,Sylas,Caitlyn,Lux,Vayne,Lee Sin,Talon,Ezreal,Xerath
68,1,Vladimir,Lee Sin,Janna,Kalista,Thresh,Maokai,Nocturne,Talon,Varus,Lulu
69,0,Yorick,Kayn,Garen,Ezreal,Galio,Nasus,Rammus,Yasuo,Lucian,Soraka
70,0,Sett,Warwick,Cassiopeia,Ezreal,Maokai,Aatrox,Evelynn,Mordekaiser,Varus,Yuumi
71,1,Sett,Graves,Fizz,Lucian,Maokai,Jarvan IV,Ekko,Riven,Caitlyn,Cho'Gath
72,1,Maokai,Nunu & Willump,Nocturne,Xayah,Nami,Darius,Zac,Vladimir,Jhin,Lux
73,1,Maokai,Graves,Galio,Ezreal,Thresh,Jayce,Master Yi,Malzahar,Vayne,Leona
74,1,Jayce,Volibear,Vladimir,Ezreal,Galio,Braum,Lee Sin,Orianna,Ashe,Yuumi
75,1,Sylas,Zac,Yasuo,Ezreal,Galio,Jax,Jarvan IV,Pantheon,Caitlyn,Lulu
76,1,Sylas,Amumu,Aatrox,Twitch,Nautilus,Illaoi,Sett,Cassiopeia,Yasuo,Galio
77,0,Malphite,Nunu & Willump,Mordekaiser,Miss Fortune,Yuumi,Nasus,Rengar,Xerath,Vayne,Zilean
78,1,Mordekaiser,Nunu & Willump,Corki,Jhin,Sett,Sylas,Lee Sin,Zyra,Varus,Miss Fortune
79,1,Darius,Warwick,Aatrox,Kai'Sa,Nautilus,Mordekaiser,Nunu & Willump,Corki,Ashe,Senna
80,1,Sett,Ekko,Lux,Kai'Sa,Pyke,Rengar,Lee Sin,Lissandra,Ashe,Thresh
81,0,Illaoi,Evelynn,Twisted Fate,Jhin,Lux,Irelia,Warwick,Akali,Ezreal,Yuumi
82,0,Quinn,Nidalee,Twisted Fate,Ashe,Yuumi,Teemo,Graves,Kog'Maw,Miss Fortune,Blitzcrank
83,0,Jayce,Jarvan IV,Twisted Fate,Ashe,Lulu,Dr. Mundo,Zac,Fizz,Maokai,Senna
84,0,Ornn,Lee Sin,Orianna,Caitlyn,Soraka,Draven,Jarvan IV,LeBlanc,Yasuo,Volibear
85,0,Poppy,Rek'Sai,LeBlanc,Jhin,Soraka,Teemo,Hecarim,Kassadin,Ezreal,Xerath
86,1,Illaoi,Hecarim,Akali,Varus,Karma,Nasus,Lee Sin,Mordekaiser,Caitlyn,Zyra
87,1,Yasuo,Poppy,Mordekaiser,Jinx,Blitzcrank,Malphite,Graves,Renekton,Jhin,Leona
88,1,Yasuo,Elise,Garen,Vayne,Thresh,Shen,Kayn,Anivia,Ezreal,Yuumi
89,0,Shen,Vi,Zoe,Ezreal,Xerath,Poppy,Fiddlesticks,Kassadin,Varus,Braum
90,0,Nasus,Shaco,Heimerdinger,Miss Fortune,Lulu,Ornn,Jarvan IV,Yasuo,Ezreal,Xerath
91,1,Riven,Lee Sin,Twisted Fate,Vayne,Lulu,Darius,Amumu,Irelia,Varus,Blitzcrank
92,0,Aatrox,Hecarim,Yasuo,Varus,Janna,Gangplank,Graves,Veigar,Jhin,Senna
93,1,Ornn,Trundle,LeBlanc,Kai'Sa,Thresh,Wukong,Karthus,Ekko,Vayne,Soraka
94,0,Maokai,Master Yi,Fizz,Varus,Leona,Renekton,Wukong,Ahri,Aphelios,Soraka
95,0,Garen,Graves,Pantheon,Ashe,Pyke,Mordekaiser,Warwick,Lulu,Tristana,Qiyana
96,1,Ryze,Lee Sin,Galio,Twitch,Lulu,Jayce,Volibear,Qiyana,Kalista,Karma
97,1,Kalista,Rek'Sai,Twisted Fate,Ezreal,Soraka,Singed,Shyvana,Lucian,Miss Fortune,Karma
98,0,Pantheon,Kayn,Nautilus,Caitlyn,Anivia,Shen,Teemo,Yasuo,Lucian,Lux
99,0,Teemo,Zac,Tahm Kench,Lucian,Yuumi,Aatrox,Fiddlesticks,Yasuo,Draven,Xerath
100,1,Yorick,Nocturne,Gangplank,Caitlyn,Sona,Soraka,Master Yi,Ahri,Lucian,Leona
101,1,Renekton,Sylas,Yasuo,Miss Fortune,Leona,Kennen,Lee Sin,Galio,Ezreal,Yuumi
102,0,Malphite,Shaco,Ornn,Ashe,Thresh,Maokai,Dr. Mundo,Twisted Fate,Ezreal,Fiddlesticks
103,1,Vayne,Xin Zhao,Akali,Caitlyn,Pyke,Aatrox,Sylas,Qiyana,Miss Fortune,Senna
104,0,Akali,Nunu & Willump,Pantheon,Caitlyn,Blitzcrank,Illaoi,Evelynn,Vel'Koz,Sivir,Galio
105,0,Jayce,Nidalee,Anivia,Ashe,Zyra,Darius,Nocturne,Pyke,Jinx,Morgana
106,1,Sivir,Fiddlesticks,Twisted Fate,Miss Fortune,Xerath,Talon,Udyr,Teemo,Ezreal,Yasuo
107,1,Teemo,Rammus,Nocturne,Ezreal,Lulu,Kayle,Shaco,Zed,Lucian,Leona
108,0,Vi,Hecarim,Talon,Ezreal,Blitzcrank,Sett,Kayn,Akali,Miss Fortune,Taric
109,1,Poppy,Dr. Mundo,Nocturne,Cassiopeia,Blitzcrank,Garen,Shyvana,Lux,Caitlyn,Yuumi
110,0,Garen,Lee Sin,Kalista,Lucian,Blitzcrank,Yorick,Kayn,Diana,Varus,Morgana
111,0,Sylas,Heimerdinger,Mordekaiser,Lee Sin,Ashe,Garen,Warwick,Katarina,Draven,Thresh
112,1,Quinn,Malphite,Diana,Lucian,Leona,Aatrox,Volibear,Pyke,Ashe,Xerath
113,1,Renekton,Kayn,LeBlanc,Varus,Sona,Irelia,Shyvana,Lux,Ezreal,Pyke
114,0,Ornn,Jax,Katarina,Miss Fortune,Nautilus,Nasus,Master Yi,Talon,Ashe,Morgana
115,0,Ezreal,Evelynn,Galio,Ziggs,Yuumi,Aatrox,Jarvan IV,Ahri,Miss Fortune,Leona
116,1,Caitlyn,Nocturne,Pyke,Aphelios,Leona,Jax,Warwick,Zed,Ezreal,Blitzcrank
117,0,Kayle,Volibear,Akali,Aphelios,Thresh,Malphite,Vi,LeBlanc,Miss Fortune,Blitzcrank
118,0,Darius,Master Yi,Lucian,Miss Fortune,Pyke,Shaco,Kayn,Fizz,Syndra,Yuumi
119,0,Fiora,Amumu,Azir,Varus,Soraka,Illaoi,Kayn,Fizz,Aphelios,Volibear
120,1,Garen,Sejuani,Fizz,Jhin,Senna,Darius,Zac,Ahri,Kai'Sa,Rakan
121,0,Garen,Kayn,Fizz,Jinx,Rakan,Shen,Master Yi,Sylas,Ashe,Lux
122,0,Jax,Evelynn,Fizz,Xayah,Lux,Tryndamere,Amumu,Qiyana,Neeko,Blitzcrank
123,0,Garen,Master Yi,Fizz,Ashe,Lux,Darius,Warwick,Ryze,Ezreal,Sona
124,0,Sett,Kayn,Fizz,Tristana,Senna,Renekton,Ekko,Zoe,Kai'Sa,Nautilus
125,0,Aatrox,Ekko,Talon,Kalista,Yuumi,Tahm Kench,Nocturne,Fizz,Ashe,Lux
126,1,Sion,Rek'Sai,Fizz,Syndra,Lux,Kennen,Olaf,Sylas,Miss Fortune,Teemo
127,0,Pantheon,Wukong,Fizz,Veigar,Sona,Fiora,Lucian,Diana,Ezreal,Leona
128,0,Fizz,Rek'Sai,Neeko,Caitlyn,Senna,Dr. Mundo,Shyvana,Annie,Miss Fortune,Galio
129,1,Amumu,Xin Zhao,Fizz,Ashe,Braum,Renekton,Zac,Syndra,Veigar,Poppy
130,1,Renekton,Amumu,Zed,Miss Fortune,Lulu,Kayle,Kayn,Fizz,Ezreal,Poppy
131,1,Singed,Elise,Sylas,Kai'Sa,Volibear,Renekton,Vi,Fizz,Ezreal,Soraka
132,1,Renekton,Zac,Fizz,Ashe,Senna,Dr. Mundo,Kayn,Zed,Tristana,Thresh
133,0,Master Yi,Sivir,Volibear,Senna,Fizz,Renekton,Lee Sin,Nocturne,Ezreal,Morgana
134,1,Tahm Kench,Nunu & Willump,Heimerdinger,Lux,Annie,Riven,Lee Sin,Mordekaiser,Senna,Blitzcrank
135,0,Teemo,Trundle,Fizz,Varus,Senna,LeBlanc,Rek'Sai,Garen,Sivir,Soraka
136,1,Darius,Fiddlesticks,Fizz,Caitlyn,Senna,Ornn,Ekko,Illaoi,Ashe,Nautilus
137,0,Ornn,Ekko,Ryze,Ashe,Senna,Warwick,Evelynn,Yasuo,Varus,Nautilus
138,0,Caitlyn,Hecarim,Malphite,Ashe,Singed,Nasus,Lee Sin,Jayce,Lux,Miss Fortune
139,0,Vayne,Nocturne,Irelia,Ezreal,Karma,Maokai,Rammus,Kassadin,Tristana,Xerath
140,0,Vayne,Hecarim,Syndra,Caitlyn,Nautilus,Malphite,Elise,Katarina,Ezreal,Thresh
141,0,Camille,Warwick,Cassiopeia,Miss Fortune,Malphite,Nasus,Master Yi,Diana,Varus,Lux
142,0,Kled,Jarvan IV,Kassadin,Jhin,Nami,Garen,Rek'Sai,Twisted Fate,Caitlyn,Vel'Koz
143,1,Yasuo,Wukong,Sylas,Senna,Ezreal,Garen,Nocturne,Zed,Jinx,Leona
144,0,Mordekaiser,Ekko,Katarina,Xayah,Lulu,Darius,Trundle,Sylas,Ashe,Braum
145,1,Sett,Rek'Sai,Viktor,Ezreal,Malphite,Teemo,Shyvana,Vladimir,Ashe,Morgana
146,1,Sylas,Lee Sin,Katarina,Kai'Sa,Morgana,Ryze,Zac,Talon,Miss Fortune,Xerath
147,0,Garen,Karthus,Orianna,Miss Fortune,Blitzcrank,Riven,Lee Sin,Xerath,Ezreal,Maokai
148,1,Renekton,Riven,Veigar,Senna,Irelia,Sett,Nocturne,LeBlanc,Ashe,Thresh
149,0,Vladimir,Xin Zhao,Ezreal,Diana,Shen,Teemo,Olaf,Malzahar,Tristana,Leona
150,1,Akali,Shyvana,LeBlanc,Ezreal,Lux,Renekton,Kayn,Syndra,Kai'Sa,Soraka
151,1,Garen,Master Yi,Akali,Ezreal,Blitzcrank,Camille,Rammus,Pantheon,Varus,Rakan
152,1,Riven,Master Yi,Xerath,Vayne,Senna,Dr. Mundo,Sejuani,Sylas,Aphelios,Zyra
153,1,Renekton,Ekko,Irelia,Ashe,Leona,Nasus,Kha'Zix,Master Yi,Ezreal,Rakan
154,0,Garen,Lee Sin,Yasuo,Ezreal,Blitzcrank,Sett,Amumu,Zed,Varus,Lux
155,1,Sett,Master Yi,Diana,Kalista,Thresh,Garen,Ekko,Ryze,Ezreal,Morgana
156,0,Kayle,Lee Sin,Cassiopeia,Miss Fortune,Malphite,Vladimir,Kayn,Talon,Jhin,Alistar
157,1,Cho'Gath,Malphite,Quinn,Varus,Galio,Sylas,Hecarim,Illaoi,Miss Fortune,Xerath
158,0,Darius,Lee Sin,Viktor,Caitlyn,Yuumi,Nasus,Kayn,Talon,Ezreal,Alistar
159,1,Malphite,Kayn,Fizz,Caitlyn,Yuumi,Wukong,Amumu,Neeko,Kai'Sa,Senna
160,0,Poppy,Master Yi,Ryze,Aphelios,Yuumi,Mordekaiser,Kayn,Corki,Miss Fortune,Veigar
161,0,Teemo,Volibear,Diana,Miss Fortune,Malphite,Irelia,Zac,Veigar,Sivir,Lux
162,0,Malphite,Master Yi,Zed,Kai'Sa,Yuumi,Darius,Ekko,Galio,Varus,Thresh
163,1,Garen,Master Yi,Malphite,Draven,Lux,Caitlyn,Kayn,Brand,Ashe,Yuumi
164,0,Teemo,Zac,Talon,Ashe,Alistar,Volibear,Graves,Yasuo,Lucian,Lux
165,0,Malphite,Graves,Ornn,Ezreal,Lux,Fiora,Nocturne,Fizz,Lucian,Blitzcrank
166,1,Ornn,Master Yi,Neeko,Caitlyn,Lux,Garen,Ezreal,Nocturne,Lucian,Leona
167,0,Urgot,Jax,Malphite,Kalista,Lux,Ornn,Tryndamere,Viktor,Sivir,Thresh
168,1,Ornn,Volibear,Xerath,Aphelios,Lux,Darius,Kassadin,Pantheon,Lucian,Soraka
169,0,Darius,Elise,Dr. Mundo,Varus,Nautilus,Garen,Ekko,Yasuo,Caitlyn,Lux
170,1,Akali,Pantheon,Yasuo,Syndra,Sona,Teemo,Nunu & Willump,Aatrox,Miss Fortune,Lux
171,1,Garen,Shyvana,Yasuo,Kai'Sa,Leona,Pantheon,Warwick,Katarina,Miss Fortune,Lux
172,1,Yuumi,Udyr,Zed,Varus,LeBlanc,Quinn,Shyvana,Renekton,Ashe,Blitzcrank
173,0,Vayne,Gragas,Zed,Ezreal,Pyke,Maokai,Elise,Malphite,Lucian,Yuumi
174,0,Yorick,Ekko,Ahri,Kai'Sa,Blitzcrank,Vladimir,Master Yi,Talon,Caitlyn,Yuumi
175,1,Mordekaiser,Fizz,Pantheon,Caitlyn,Lux,Darius,Twisted Fate,Talon,Ezreal,Yuumi
176,1,Shen,Warwick,Corki,Sivir,Lux,Ornn,Sejuani,Cassiopeia,Varus,Malphite
177,1,Mordekaiser,Graves,Zed,Ezreal,Galio,Fiora,Master Yi,Ahri,Twitch,Yuumi
178,1,Kennen,Olaf,Ahri,Ashe,Yuumi,Darius,Elise,Irelia,Miss Fortune,Pyke
179,0,Mordekaiser,Nocturne,Lucian,Yasuo,Vel'Koz,Teemo,Sejuani,Katarina,Kai'Sa,Nautilus
180,1,Teemo,Poppy,Kassadin,Ashe,Zac,Maokai,Karthus,Irelia,Heimerdinger,Brand
181,0,Warwick,Kayn,Irelia,Cassiopeia,Thresh,Vladimir,Nocturne,Akali,Kai'Sa,Blitzcrank
182,1,Kennen,Graves,LeBlanc,Ezreal,Sona,Quinn,Lee Sin,Annie,Varus,Blitzcrank
183,0,Garen,Xin Zhao,Viktor,Lucian,Blitzcrank,Teemo,Ekko,Yasuo,Ezreal,Pyke
184,1,Sett,Zac,Kayn,Miss Fortune,Blitzcrank,Master Yi,Lee Sin,Malphite,Varus,Lux
185,0,Malphite,Evelynn,Galio,Caitlyn,Pyke,Yasuo,Dr. Mundo,Irelia,Ezreal,Alistar
186,0,Garen,Elise,Galio,Varus,Malphite,Irelia,Lee Sin,Sion,Miss Fortune,Yuumi
187,0,Mordekaiser,Lee Sin,Zed,Vayne,Sett,Kled,Master Yi,Irelia,Sylas,Alistar
188,0,Riven,Ekko,Vel'Koz,Tristana,Morgana,Akali,Sylas,Qiyana,Ashe,Ahri
189,0,Riven,Graves,Vladimir,Aphelios,Thresh,Illaoi,Elise,Talon,Kai'Sa,Maokai
190,0,Dr. Mundo,Graves,Zed,Ezreal,Volibear,Heimerdinger,Trundle,Ahri,Lucian,Zilean
191,1,Tahm Kench,Shyvana,Azir,Ezreal,Blitzcrank,Riven,Wukong,Ahri,Jinx,Thresh
192,1,Vladimir,Zac,Sylas,Kog'Maw,Lulu,Irelia,Maokai,Syndra,Kai'Sa,Thresh
193,0,Malzahar,Graves,Fiora,Vayne,Sion,Riven,Lee Sin,Irelia,Lucian,Xerath
194,0,Kled,Sejuani,Fizz,Aphelios,Morgana,Darius,Taliyah,Kassadin,Jhin,Nautilus
195,1,Urgot,Kayn,LeBlanc,Twitch,Leona,Riven,Ekko,Ahri,Kai'Sa,Zilean
196,1,Maokai,Vi,Yasuo,Kai'Sa,Fiddlesticks,Aatrox,Nocturne,Morgana,Miss Fortune,Annie
197,0,Yasuo,Master Yi,Ekko,Ezreal,Leona,Malphite,Fiddlesticks,Kennen,Vayne,Galio
198,1,Vladimir,Kayn,Katarina,Miss Fortune,Pantheon,Nasus,Graves,Camille,Ashe,Malphite
199,0,Galio,Jarvan IV,Swain,Varus,Leona,Renekton,Zac,Talon,Caitlyn,Nautilus
200,1,Aatrox,Volibear,Ekko,Blitzcrank,Ezreal,Riven,Nidalee,Akali,Caitlyn,Swain
201,0,Teemo,Shaco,Ahri,Miss Fortune,Lux,Aatrox,Fiddlesticks,Vel'Koz,Lucian,Leona
202,0,Aatrox,Sylas,Ezreal,Annie,Brand,Teemo,Lee Sin,Gragas,Azir,Lux
203,1,Darius,Graves,Ornn,Ezreal,Malphite,Irelia,Olaf,Ahri,Ashe,Zac
204,1,Darius,Nunu & Willump,Yasuo,Miss Fortune,Malphite,Aatrox,Graves,Azir,Ashe,Thresh
205,1,Singed,Amumu,Galio,Caitlyn,Swain,Urgot,Warwick,Zed,Ezreal,Lux
206,0,Garen,Master Yi,Kled,Vayne,Lux,Camille,Rek'Sai,LeBlanc,Syndra,Blitzcrank
207,0,Wukong,Jarvan IV,Akali,Kalista,Blitzcrank,Nocturne,Lee Sin,Irelia,Ezreal,Neeko
208,0,Wukong,Sett,Akali,Tristana,Lux,Dr. Mundo,Master Yi,Lucian,Miss Fortune,Thresh
209,1,Zyra,Karthus,Corki,Ashe,Heimerdinger,Dr. Mundo,Xin Zhao,Veigar,Vayne,Malphite
210,0,Teemo,Graves,Twisted Fate,Vayne,Leona,Jayce,Zac,Garen,Kai'Sa,Blitzcrank
211,0,Illaoi,Jax,Ekko,Caitlyn,Morgana,Zac,Trundle,Xerath,Jhin,Aatrox
212,0,Vladimir,Nunu & Willump,Syndra,Lux,Ahri,Teemo,Master Yi,Orianna,Ezreal,Morgana
213,1,Fiora,Olaf,Ekko,Kalista,Karma,Heimerdinger,Nunu & Willump,Zed,Miss Fortune,Lux
214,0,Malphite,Sejuani,Ekko,Taliyah,Galio,Mordekaiser,Lee Sin,Vel'Koz,Ashe,Blitzcrank
215,1,Teemo,Tryndamere,Zed,Kai'Sa,Lux,Mordekaiser,Zac,Sylas,Yasuo,Malphite
216,0,Mordekaiser,Trundle,Vladimir,Ashe,Morgana,Volibear,Ekko,Ahri,Ezreal,Swain
217,1,Ezreal,Trundle,Akali,Miss Fortune,Lux,Darius,Elise,Talon,Tristana,Yuumi
218,1,Garen,Nidalee,Morgana,Varus,Senna,Illaoi,Master Yi,Qiyana,Miss Fortune,Nautilus
219,0,Nasus,Trundle,Katarina,Tristana,Blitzcrank,Maokai,Elise,Ahri,Jinx,Thresh
220,1,Master Yi,Wukong,Riven,Caitlyn,Blitzcrank,Darius,Sylas,Zoe,Sivir,Nautilus
221,0,Kayle,Jarvan IV,Pantheon,Ezreal,Trundle,Akali,Graves,Yasuo,Caitlyn,Nautilus
222,1,Darius,Trundle,Fiora,Kai'Sa,Nautilus,Graves,Nocturne,Akali,Ashe,Blitzcrank
223,1,Akali,Ekko,Renekton,Ashe,Leona,Ornn,Gangplank,Zed,Twisted Fate,Nautilus
224,0,Vayne,Nocturne,Vel'Koz,Twisted Fate,Maokai,Cho'Gath,Tryndamere,Yasuo,Ezreal,Nautilus
225,1,Mordekaiser,Jax,Syndra,Talon,Lux,Ekko,Kayn,Yasuo,Caitlyn,Nautilus
226,0,Gnar,Hecarim,Sylas,Caitlyn,Nautilus,Renekton,Shyvana,Yasuo,Lucian,Soraka
227,0,Caitlyn,Zac,Akali,Miss Fortune,Nautilus,Ornn,Kayn,Kassadin,Ezreal,Xerath
228,1,Lucian,Master Yi,Ahri,Ashe,Nautilus,Garen,Thresh,Fizz,Trundle,Jinx
229,0,Heimerdinger,Pantheon,Vladimir,Ezreal,Leona,Ryze,Sett,LeBlanc,Kai'Sa,Sona
230,0,Jax,Vi,Lux,Tristana,Yuumi,Gangplank,Udyr,Yasuo,Jinx,Nautilus
231,1,Yasuo,Nidalee,Yorick,Jinx,Nautilus,Zyra,Jarvan IV,Darius,Tristana,Janna
232,1,Singed,Garen,Karma,Varus,Morgana,Illaoi,Ekko,Ahri,Jinx,Nautilus
233,1,Garen,Graves,Yasuo,Caitlyn,Lux,Yorick,Udyr,Sylas,Tristana,Nautilus
234,1,Heimerdinger,Kayn,Orianna,Draven,Leona,Garen,Warwick,Zed,Lucian,Nautilus
235,1,Sylas,Nunu & Willump,Corki,Ezreal,Pyke,Jax,Xin Zhao,Irelia,Vayne,Yuumi
236,1,Malphite,Graves,Lux,Thresh,Soraka,Irelia,Gragas,Garen,Ezreal,Leona
