,gameResult,oChamp1,oChamp2,oChamp3,oChamp4,oChamp5,eChamp1,eChamp2,eChamp3,eChamp4,eChamp5
66,0,Wukong,Elise,Akali,Lucian,Braum,Aatrox,Graves,Karma,Varus,Bard
67,1,Wukong,Elise,Orianna,Ezreal,Nautilus,Sylas,Lee Sin,Zoe,Kai'Sa,Sett
68,1,Aatrox,Trundle,Zoe,Aphelios,Blitzcrank,Renekton,Ekko,Lucian,Ezreal,Malphite
69,0,Jayce,Olaf,Karma,Aphelios,Thresh,Wukong,Trundle,Corki,Ezreal,Sion
70,1,Poppy,Evelynn,Pantheon,Miss Fortune,Yuumi,Wukong,Lee Sin,Yasuo,Ezreal,Karma
71,0,Wukong,Kayn,Twisted Fate,Kai'Sa,Sett,Jax,Graves,Fizz,Aphelios,Thresh
72,0,Aatrox,Nidalee,Yasuo,Aphelios,Poppy,Gangplank,Lee Sin,Galio,Kalista,Sett
73,1,Mordekaiser,Ekko,Sett,Aphelios,Senna,Poppy,Rek'Sai,Karma,Ezreal,Leona
74,0,Fiora,Ekko,Lucian,Caitlyn,Morgana,Kennen,Lee Sin,Galio,Aphelios,Karma
75,1,Jayce,Lee Sin,Karma,Aphelios,Yuumi,Irelia,Elise,Mordekaiser,Ezreal,Senna
76,1,Wukong,Graves,Rumble,Kalista,Taric,Sylas,Kindred,Twisted Fate,Ezreal,Alistar
77,1,Jayce,Nidalee,Qiyana,Kai'Sa,Blitzcrank,Renekton,Ekko,Twisted Fate,Aphelios,Karma
78,1,Volibear,Rek'Sai,Sylas,Kai'Sa,Nautilus,Wukong,Kayn,Rumble,Yasuo,Gragas
79,1,Renekton,Ekko,Aatrox,Zoe,Blitzcrank,Jayce,Nidalee,Karma,Aphelios,Galio
80,1,Karma,Ekko,Pantheon,Miss Fortune,Yuumi,Fiora,Lee Sin,Lissandra,Aphelios,Sett
81,1,Ornn,Graves,Syndra,Jhin,Bard,Renekton,Nidalee,Ekko,Ezreal,Nautilus
82,0,Ornn,Rek'Sai,Akali,Sion,Senna,Sylas,Skarner,Zed,Kai'Sa,Gragas
83,1,Hecarim,Fiddlesticks,Lucian,Cassiopeia,Nautilus,Garen,Graves,Syndra,Ezreal,Yuumi
84,0,Sylas,Lee Sin,Twisted Fate,Ezreal,Alistar,Lulu,Kindred,Akali,Kai'Sa,Sett
85,1,Zilean,Lee Sin,Syndra,Twitch,Lulu,Sett,Kayn,LeBlanc,Kai'Sa,Bard
86,1,Mordekaiser,Graves,Ekko,Nautilus,Senna,Wukong,Diana,Yasuo,Syndra,Sett
87,1,Gangplank,Graves,Syndra,Miss Fortune,Yuumi,Irelia,Kindred,Diana,Aphelios,Thresh
88,0,Wukong,Rek'Sai,Diana,Kai'Sa,Bard,Aatrox,Trundle,Zoe,Aphelios,Sett
89,1,Wukong,Elise,Aatrox,Syndra,Sett,Camille,Ekko,Qiyana,Aphelios,Thresh
90,0,Sylas,Rek'Sai,LeBlanc,Aphelios,Karma,Aatrox,Lee Sin,Galio,Ezreal,Sett
91,0,Aatrox,Sett,Sylas,Aphelios,Thresh,Jayce,Elise,Qiyana,Syndra,Nautilus
92,0,Fiora,Trundle,Katarina,Ezreal,Yuumi,Renekton,Rek'Sai,Syndra,Jhin,Fiddlesticks
93,1,Sett,Elise,Nautilus,Lucian,Senna,Renekton,Nidalee,Irelia,Aphelios,Thresh
94,1,Irelia,Ekko,Karma,Kalista,Bard,Jayce,Rek'Sai,Galio,Ezreal,Yuumi
95,0,Akali,Rek'Sai,Galio,Jhin,Thresh,Wukong,Trundle,Yasuo,Syndra,Nautilus
96,0,Twisted Fate,Ekko,Wukong,Kai'Sa,Gragas,Poppy,Rek'Sai,Syndra,Ezreal,Pyke
97,0,Renekton,Graves,Lulu,Ezreal,Blitzcrank,Maokai,Lee Sin,Zoe,Aphelios,Thresh
98,0,Maokai,Ekko,Lucian,Miss Fortune,Yuumi,Olaf,Nidalee,Ahri,Ezreal,Thresh
99,0,Maokai,Graves,Akali,Ezreal,Karma,Nautilus,Nidalee,Yasuo,Lucian,Senna
100,0,Mordekaiser,Graves,Neeko,Miss Fortune,Nautilus,Maokai,Kindred,Sylas,Kai'Sa,Thresh
101,0,Sylas,Rek'Sai,Jax,Kalista,Thresh,Wukong,Graves,Twisted Fate,Aphelios,Tahm Kench
102,0,Hecarim,Fiddlesticks,Lucian,Cassiopeia,Nautilus,Garen,Graves,Syndra,Ezreal,Yuumi
103,1,Wukong,Trundle,LeBlanc,Kai'Sa,Karma,Sett,Sylas,Maokai,Jinx,Thresh
104,0,Aatrox,Kindred,Karma,Jhin,Yuumi,Sett,Elise,Sylas,Kalista,Bard
105,0,Sett,Kindred,Twisted Fate,Ezreal,Senna,Gnar,Lee Sin,Sylas,Aphelios,Yuumi
106,0,Fiora,Kindred,Lulu,Kai'Sa,Nautilus,Gangplank,Graves,Orianna,Aphelios,Fiddlesticks
107,0,Aatrox,Nidalee,Galio,Varus,Morgana,Wukong,Lee Sin,Sylas,Yasuo,Sett
108,1,Wukong,Rek'Sai,Lissandra,Kai'Sa,Nautilus,Irelia,Elise,Sylas,Ezreal,Yuumi
109,1,Camille,Graves,Zoe,Sivir,Yuumi,Wukong,Lee Sin,Twisted Fate,Ezreal,Karma
110,1,Poppy,Evelynn,Pantheon,Miss Fortune,Yuumi,Wukong,Lee Sin,Yasuo,Ezreal,Karma
111,0,Ornn,Nidalee,Jayce,Miss Fortune,Pyke,Wukong,Lee Sin,Rumble,Aphelios,Thresh
112,0,Irelia,Graves,Kai'Sa,LeBlanc,Blitzcrank,Jax,Kindred,Sett,Syndra,Thresh
113,1,Jayce,Trundle,Sylas,Ezreal,Yuumi,Ornn,Graves,Twisted Fate,Aphelios,Thresh
114,0,Wukong,Hecarim,LeBlanc,Lucian,Sion,Sylas,Rek'Sai,Akali,Xayah,Thresh
115,0,Wukong,Ekko,Lucian,Aphelios,Leona,Zed,Nidalee,Ornn,Twitch,Yuumi
116,0,Jayce,Olaf,Zoe,Jinx,Thresh,Rumble,Rek'Sai,Sylas,Sett,Senna
117,1,Darius,Graves,LeBlanc,Draven,Thresh,Sett,Lee Sin,Lissandra,Aphelios,Blitzcrank
118,1,Aatrox,Lee Sin,Lissandra,Aphelios,Thresh,Volibear,Kindred,LeBlanc,Kalista,Sett
119,0,Irelia,Sett,Ekko,Aphelios,Yuumi,Aatrox,Lee Sin,Sylas,Kai'Sa,Blitzcrank
120,0,Lucian,Lee Sin,Syndra,Kalista,Thresh,Malphite,Nidalee,Talon,Aphelios,Morgana
121,0,Katarina,Hecarim,Mordekaiser,Aphelios,Bard,Renekton,Nidalee,Syndra,Kai'Sa,Karma
122,1,Ornn,Graves,Syndra,Jhin,Bard,Renekton,Nidalee,Ekko,Ezreal,Nautilus
123,1,Wukong,Evelynn,Lucian,Sivir,Pyke,Renekton,Lee Sin,Zoe,Varus,Bard
124,0,Hecarim,Fiddlesticks,Lucian,Cassiopeia,Nautilus,Garen,Graves,Syndra,Ezreal,Yuumi
125,1,Yasuo,Wukong,Vladimir,Ezreal,Karma,Mordekaiser,Camille,Syndra,Aphelios,Sett
126,0,Renekton,Ekko,Galio,Aphelios,Thresh,Wukong,Lee Sin,Corki,Ezreal,Bard
127,1,Jayce,Trundle,Sylas,Sivir,Karma,Akali,Gragas,Yasuo,Ezreal,Yuumi
128,0,Mordekaiser,Graves,Ekko,Nautilus,Senna,Wukong,Diana,Yasuo,Syndra,Sett
129,1,Gangplank,Graves,Syndra,Miss Fortune,Yuumi,Irelia,Kindred,Diana,Aphelios,Thresh
130,1,Wukong,Rek'Sai,Diana,Kai'Sa,Bard,Aatrox,Trundle,Zoe,Aphelios,Sett
131,0,Irelia,Nidalee,Cassiopeia,Darius,Blitzcrank,Camille,Hecarim,Ekko,Lucian,Nautilus
132,1,Camille,Trundle,Syndra,Aphelios,Fiddlesticks,Renekton,Elise,Akali,Kalista,Sett
133,0,Aatrox,Nidalee,Galio,Varus,Morgana,Wukong,Lee Sin,Sylas,Yasuo,Sett
134,0,Sett,Nidalee,Lucian,Jhin,Rumble,Ornn,Graves,Galio,Ezreal,Bard
135,1,Urgot,Ekko,Renekton,Aphelios,Thresh,Maokai,Lee Sin,LeBlanc,Ezreal,Senna
136,0,Camille,Kindred,LeBlanc,Miss Fortune,Yuumi,Aatrox,Nidalee,Kassadin,Ezreal,Karma
137,0,Corki,Kindred,Kennen,Aphelios,Thresh,Jax,Graves,Galio,Kalista,Blitzcrank
138,1,Malphite,Graves,Kassadin,Ezreal,Senna,Jayce,Kayn,Zoe,Aphelios,Yuumi
139,0,Lucian,Lee Sin,Syndra,Kalista,Thresh,Malphite,Nidalee,Talon,Aphelios,Morgana
140,0,Katarina,Hecarim,Mordekaiser,Aphelios,Bard,Renekton,Nidalee,Syndra,Kai'Sa,Karma
141,1,Aatrox,Lee Sin,Twisted Fate,Yasuo,Bard,Fiora,Rek'Sai,Katarina,Varus,Sett
142,0,Aatrox,Graves,Syndra,Kalista,Sett,Ornn,Fiddlesticks,Qiyana,Aphelios,Bard
143,1,Hecarim,Graves,Kassadin,Ezreal,Rakan,Wukong,Lee Sin,LeBlanc,Aphelios,Bard
144,0,Lucian,Fiddlesticks,Sett,Kalista,Thresh,Wukong,Elise,Xerath,Aphelios,Poppy
145,0,Aatrox,Nidalee,Zoe,Kalista,Thresh,Camille,Rek'Sai,Lulu,Miss Fortune,Yuumi
146,1,Lucian,Sett,LeBlanc,Ezreal,Yuumi,Kayn,Graves,Ekko,Miss Fortune,Karma
147,0,Irelia,Lee Sin,LeBlanc,Varus,Tahm Kench,Aatrox,Graves,Galio,Kalista,Thresh
148,1,Ornn,Graves,Syndra,Jhin,Bard,Renekton,Nidalee,Ekko,Ezreal,Nautilus
149,1,Wukong,Evelynn,Lucian,Sivir,Pyke,Renekton,Lee Sin,Zoe,Varus,Bard
150,0,Hecarim,Fiddlesticks,Lucian,Cassiopeia,Nautilus,Garen,Graves,Syndra,Ezreal,Yuumi
151,1,Yasuo,Wukong,Vladimir,Ezreal,Karma,Mordekaiser,Camille,Syndra,Aphelios,Sett
152,0,Renekton,Ekko,Galio,Aphelios,Thresh,Wukong,Lee Sin,Corki,Ezreal,Bard
153,1,Jayce,Trundle,Sylas,Sivir,Karma,Akali,Gragas,Yasuo,Ezreal,Yuumi
154,0,Mordekaiser,Graves,Ekko,Nautilus,Senna,Wukong,Diana,Yasuo,Syndra,Sett
155,1,Gangplank,Graves,Syndra,Miss Fortune,Yuumi,Irelia,Kindred,Diana,Aphelios,Thresh
156,1,Wukong,Rek'Sai,Diana,Kai'Sa,Bard,Aatrox,Trundle,Zoe,Aphelios,Sett
157,1,Wukong,Qiyana,LeBlanc,Ezreal,Tahm Kench,Mordekaiser,Trundle,Akali,Kalista,Sett
158,1,Gangplank,Graves,Sylas,Ezreal,Senna,Rumble,Lee Sin,LeBlanc,Yasuo,Yuumi
159,1,Renekton,Lee Sin,LeBlanc,Aphelios,Blitzcrank,Kennen,Graves,Galio,Twitch,Sett
160,0,Ornn,Graves,LeBlanc,Ezreal,Yuumi,Renekton,Nidalee,Kassadin,Aphelios,Thresh
161,1,Fiora,Nidalee,Renekton,Kalista,Sett,Lucian,Ekko,Kennen,Ezreal,Alistar
162,1,Lucian,Sett,LeBlanc,Ezreal,Yuumi,Kayn,Graves,Ekko,Miss Fortune,Karma
163,0,Renekton,Sylas,Jayce,Miss Fortune,Senna,Quinn,Rek'Sai,Cassiopeia,Aphelios,Nautilus
164,0,Jax,Lee Sin,Zoe,Aphelios,Ornn,Sett,Gragas,Kled,Ezreal,Bard
165,1,Aatrox,Kindred,Karma,Kalista,Thresh,Pantheon,Sylas,Hecarim,Ezreal,Yuumi
166,0,Hecarim,Fiddlesticks,Lucian,Cassiopeia,Nautilus,Garen,Graves,Syndra,Ezreal,Yuumi
167,1,Jayce,Ekko,Twisted Fate,Aphelios,Sion,Renekton,Fiddlesticks,Lucian,Maokai,Senna
168,1,Aatrox,Nidalee,Yasuo,Kai'Sa,Sett,Ahri,Graves,Syndra,Aphelios,Bard
169,0,Poppy,Gragas,Mordekaiser,Ezreal,Yuumi,Wukong,Ekko,Syndra,Vayne,Lulu
170,1,Wukong,Graves,Syndra,Kalista,Nautilus,Pantheon,Nidalee,Jax,Aphelios,Karma
171,0,Fiora,Graves,LeBlanc,Ezreal,Yuumi,Olaf,Nidalee,Pantheon,Aphelios,Thresh
172,1,Jayce,Trundle,Sylas,Ezreal,Pyke,Malphite,Lee Sin,Yasuo,Zoe,Rakan
173,1,Ornn,Lee Sin,Lucian,Syndra,Senna,Tryndamere,Karthus,Pantheon,Aphelios,Bard
174,0,Maokai,Kayn,Syndra,Aphelios,Alistar,Wukong,Ekko,Galio,Kalista,Sett
175,0,Renekton,Nidalee,Pyke,Kalista,Thresh,Aatrox,Kha'Zix,Sylas,Maokai,Senna
176,1,Wukong,Trundle,Nocturne,Syndra,Rakan,Ornn,Gragas,Jayce,Ezreal,Sett
177,0,Lucian,Lee Sin,Ekko,Kai'Sa,Blitzcrank,Kalista,Graves,Galio,Ezreal,Karma
178,0,Kalista,Nidalee,Pantheon,Ezreal,Karma,Irelia,Graves,Ekko,Aphelios,Nautilus
179,1,Lucian,Sett,LeBlanc,Ezreal,Yuumi,Kayn,Graves,Ekko,Miss Fortune,Karma
180,0,Renekton,Sylas,Jayce,Miss Fortune,Senna,Quinn,Rek'Sai,Cassiopeia,Aphelios,Nautilus
181,0,Jax,Lee Sin,Zoe,Aphelios,Ornn,Sett,Gragas,Kled,Ezreal,Bard
182,1,Aatrox,Kindred,Karma,Kalista,Thresh,Pantheon,Sylas,Hecarim,Ezreal,Yuumi
183,0,Hecarim,Fiddlesticks,Lucian,Cassiopeia,Nautilus,Garen,Graves,Syndra,Ezreal,Yuumi
184,1,Jayce,Ekko,Twisted Fate,Aphelios,Sion,Renekton,Fiddlesticks,Lucian,Maokai,Senna
185,1,Aatrox,Nidalee,Yasuo,Kai'Sa,Sett,Ahri,Graves,Syndra,Aphelios,Bard
186,0,Wukong,Trundle,Twisted Fate,Ezreal,Karma,Kennen,Lee Sin,Zoe,Kalista,Nautilus
187,1,Fiora,Karthus,Syndra,Aphelios,Alistar,Karma,Graves,Sylas,Ezreal,Sett
188,1,Hecarim,Sylas,Lucian,Varus,Karma,Wukong,Lee Sin,Ekko,Maokai,Senna
189,0,Irelia,Nidalee,Zoe,Aphelios,Thresh,Renekton,Ekko,Jayce,Jhin,Senna
190,1,Renekton,Nidalee,Zed,Sylas,Trundle,Jayce,Kayn,LeBlanc,Maokai,Senna
191,0,Sett,Graves,Zoe,Heimerdinger,Blitzcrank,Vayne,Sylas,Lucian,Kalista,Thresh
192,0,Camille,Lee Sin,LeBlanc,Yasuo,Senna,Aatrox,Nidalee,Zoe,Ezreal,Yuumi
193,1,Irelia,Lee Sin,Syndra,Maokai,Senna,Jayce,Kayn,LeBlanc,Aphelios,Bard
194,1,Sylas,Graves,Kassadin,Karma,Senna,Jayce,Lee Sin,Galio,Ezreal,Yuumi
195,1,Fiora,Trundle,Ekko,Syndra,Thresh,Ornn,Lee Sin,Zoe,Ezreal,Yuumi
196,1,Jayce,Nidalee,Qiyana,Ezreal,Nautilus,Vladimir,Volibear,Nunu & Willump,Aphelios,Yuumi
197,0,Jayce,Elise,Twisted Fate,Tahm Kench,Senna,Yorick,Nidalee,Galio,Aphelios,Sett
198,0,Ryze,Graves,Lulu,Ezreal,Thresh,Vladimir,Volibear,Sylas,Aphelios,Karma
199,0,Aatrox,Graves,Twisted Fate,Jhin,Thresh,Fiora,Lee Sin,Zoe,Ezreal,Yuumi
200,0,Malphite,Rek'Sai,Yasuo,Cassiopeia,Pyke,Lucian,Sylas,Azir,Irelia,Sett
201,0,Nocturne,Trundle,Syndra,Ezreal,Yuumi,Poppy,Ekko,Irelia,Tristana,Bard
202,0,Sylas,Rek'Sai,Jax,Kalista,Thresh,Wukong,Graves,Twisted Fate,Aphelios,Tahm Kench
203,0,Karma,Ekko,Pantheon,Miss Fortune,Yuumi,Fiora,Lee Sin,Lissandra,Aphelios,Sett
204,1,Wukong,Trundle,Sylas,Ezreal,Karma,Jax,Nidalee,LeBlanc,Varus,Senna
205,1,Renekton,Ekko,Sylas,Yasuo,Sett,Mordekaiser,Lee Sin,Qiyana,Cassiopeia,Thresh
206,0,Ornn,Ekko,Kassadin,Varus,Senna,Wukong,Jarvan IV,Twisted Fate,Ezreal,Yuumi
207,0,Wukong,Trundle,LeBlanc,Kai'Sa,Karma,Sett,Sylas,Maokai,Jinx,Thresh
208,0,Sett,Hecarim,Orianna,Anivia,Pyke,Kalista,Ekko,Camille,Aphelios,Nunu & Willump
209,0,Rumble,Lee Sin,Sett,Kai'Sa,Leona,Jayce,Hecarim,Ryze,Galio,Senna
210,1,Gragas,Hecarim,Sylas,Jinx,Thresh,Wukong,Nidalee,Akali,Aphelios,Karma
211,0,Jayce,Nidalee,Lissandra,Ezreal,Blitzcrank,Aatrox,Graves,Aphelios,Zac,Thresh
212,0,Aatrox,Ekko,Pantheon,Ezreal,Karma,Ryze,Hecarim,Jayce,Tristana,Gragas
213,1,Pantheon,Trundle,Syndra,Kalista,Thresh,Lucian,Hecarim,Akali,Varus,Yuumi
214,1,Fiddlesticks,Trundle,Zoe,Ezreal,Sion,Gangplank,Kindred,Maokai,Kassadin,Senna
215,0,Aatrox,Ekko,Qiyana,Ezreal,Karma,Fiora,Sylas,Pantheon,Aphelios,Thresh
216,0,Maokai,Nidalee,Lucian,Ezreal,Taric,Wukong,Ekko,Syndra,Kalista,Nautilus
217,1,Wukong,Kindred,Galio,Anivia,Senna,Jax,Ekko,Zoe,Kai'Sa,Pyke
218,0,Mordekaiser,Nidalee,Qiyana,Ezreal,Nautilus,Wukong,Rek'Sai,Yasuo,Ekko,Senna
219,0,Wukong,Trundle,Diana,Lucian,Zilean,Renekton,Sylas,Pantheon,Aphelios,Senna
220,0,Renekton,Graves,Diana,Vayne,Bard,Gangplank,Trundle,Lucian,Aphelios,Nautilus
221,0,Lucian,Olaf,LeBlanc,Ezreal,Karma,Aatrox,Lee Sin,Sylas,Aphelios,Nautilus
222,1,Maokai,Vi,Ornn,Lucian,Bard,Aatrox,Olaf,Galio,Aphelios,Pyke
223,0,Kayn,Graves,Akali,Ezreal,Yuumi,Dr. Mundo,Ekko,Sylas,Miss Fortune,Sett
224,1,Wukong,Graves,Azir,Aphelios,Senna,Vladimir,Lee Sin,Lucian,Cassiopeia,Karma
225,1,Ezreal,Lee Sin,Aatrox,Akali,Braum,Lucian,Elise,Jayce,Ashe,Thresh
226,0,Wukong,Trundle,LeBlanc,Kai'Sa,Karma,Sett,Sylas,Maokai,Jinx,Thresh
227,0,Sett,Kindred,Twisted Fate,Ezreal,Senna,Gnar,Lee Sin,Sylas,Aphelios,Yuumi
228,0,Hecarim,Rek'Sai,Lissandra,Kalista,Thresh,Wukong,Graves,Ezreal,Syndra,Bard
229,1,Wukong,Olaf,Sylas,Kai'Sa,Sett,Hecarim,Graves,Twisted Fate,Aphelios,Thresh
230,1,Nunu & Willump,Lee Sin,Aurelion Sol,Yasuo,Gragas,Volibear,Ekko,Qiyana,Lucian,Blitzcrank
231,0,Fiora,Graves,Twisted Fate,Kalista,Nautilus,Jax,Fiddlesticks,Lucian,Cassiopeia,Thresh
232,0,Aatrox,Nidalee,Galio,Varus,Morgana,Wukong,Lee Sin,Sylas,Yasuo,Sett
233,0,Sett,Nidalee,Lucian,Jhin,Rumble,Ornn,Graves,Galio,Ezreal,Bard
234,1,Jayce,Olaf,Karma,Aphelios,Thresh,Wukong,Trundle,Corki,Ezreal,Sion
235,0,Poppy,Evelynn,Pantheon,Miss Fortune,Yuumi,Wukong,Lee Sin,Yasuo,Ezreal,Karma
236,1,Ornn,Elise,Pantheon,Yasuo,Sett,Jayce,Olaf,Corki,Varus,Galio
